model_name,lang,condition,word_at_1,word_at_5,pred_punct_rate,pred_stop_rate,N,run_seed,run_model
bert-base-multilingual-cased,es_ancora,FullyScrambled+Lemma,0.005012531328320802,0.03759398496240601,0.18295739348370926,0.21804511278195488,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,HeadScrambled,0.06766917293233082,0.16791979949874686,0.06015037593984962,0.14035087719298245,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original,0.2756892230576441,0.42606516290726815,0.03007518796992481,0.07017543859649122,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,Original+Lemma,0.15538847117794485,0.2531328320802005,0.045112781954887216,0.08270676691729323,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled,0.14035087719298245,0.23308270676691728,0.06516290726817042,0.10275689223057644,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,es_ancora,PartiallyScrambled+Lemma,0.09022556390977443,0.18295739348370926,0.08521303258145363,0.11528822055137844,399,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled,0.0025252525252525255,0.010101010101010102,0.14898989898989898,0.047979797979797977,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,FullyScrambled+Lemma,0.0025252525252525255,0.017676767676767676,0.18686868686868688,0.050505050505050504,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,HeadScrambled,0.08080808080808081,0.14393939393939395,0.06313131313131314,0.05808080808080808,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original,0.26262626262626265,0.39646464646464646,0.010101010101010102,0.025252525252525252,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,Original+Lemma,0.09343434343434344,0.16414141414141414,0.050505050505050504,0.03282828282828283,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled,0.12121212121212122,0.2222222222222222,0.03282828282828283,0.03787878787878788,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,ru_syntagrus,PartiallyScrambled+Lemma,0.04292929292929293,0.09595959595959595,0.0707070707070707,0.03787878787878788,396,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled,0.0027624309392265192,0.008287292817679558,0.09944751381215469,0.03038674033149171,362,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,FullyScrambled+Lemma,0.005509641873278237,0.011019283746556474,0.24793388429752067,0.05234159779614325,363,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,HeadScrambled,0.008287292817679558,0.019337016574585635,0.10497237569060773,0.027624309392265192,362,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original,0.008287292817679558,0.03314917127071823,0.07734806629834254,0.027624309392265192,362,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,Original+Lemma,0.011019283746556474,0.024793388429752067,0.15977961432506887,0.06611570247933884,363,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled,0.006578947368421052,0.019736842105263157,0.07894736842105263,0.019736842105263157,152,456,bert-base-multilingual-cased
bert-base-multilingual-cased,tr_imst,PartiallyScrambled+Lemma,0.006578947368421052,0.013157894736842105,0.16447368421052633,0.05921052631578947,152,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled,0.0175,0.0575,0.1,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,FullyScrambled+Lemma,0.02,0.0575,0.1,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,HeadScrambled,0.135,0.2425,0.0625,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original,0.42,0.5875,0.025,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,Original+Lemma,0.4175,0.58,0.0225,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled,0.2125,0.36,0.0325,0.0,400,456,bert-base-multilingual-cased
bert-base-multilingual-cased,zh_gsd,PartiallyScrambled+Lemma,0.215,0.355,0.0275,0.0,400,456,bert-base-multilingual-cased
